cod_ine,municipio,fecha,matriculaciones,ratio_x1000
12001,Atzeneta del Maestrat,2026-01-01,1,0.7800312012480499
48070,Aulesti,2026-01-01,2,3.1298904538341157
26020,Ausejo,2026-01-01,1,1.278772378516624
34018,Autilla del Pino,2026-01-01,1,4.424778761061947
34019,Autillo de Campos,2026-01-01,1,8
26021,Autol,2026-01-01,6,1.218274111675127
33004,Avilés,2026-01-01,95,1.2513995916485545
32004,Avión,2026-01-01,0,0
21010,Ayamonte,2026-01-01,39,1.753754834067812
22039,Ayerbe,2026-01-01,3,2.8544243577545196
02011,Ayna,2026-01-01,1,1.7391304347826089
46044,Ayora,2026-01-01,11,2.0719532868713504
12017,Ayódar,2026-01-01,1,5.681818181818182
31042,Azagra,2026-01-01,4,1.0695187165775402
44031,Azaila,2026-01-01,0,0
20017,Azkoitia,2026-01-01,13,1.1046906866077497
22042,Azlor,2026-01-01,0,0
26022,Azofra,2026-01-01,1,5.128205128205129
20018,Azpeitia,2026-01-01,12,0.7844675426554226
06014,Azuaga,2026-01-01,6,0.7900974453515934
50039,Azuara,2026-01-01,0,0
19046,Azuqueca de Henares,2026-01-01,52,1.4552374555732797
12018,Azuébar,2026-01-01,0,0
12002,Aín,2026-01-01,20,150.37593984962405
14006,Añora,2026-01-01,3,2.017484868863484
31018,Añorbe,2026-01-01,0,0
45014,Añover de Tajo,2026-01-01,7,1.2836970474967906
37038,Babilafuente,2026-01-01,0,0
04019,Bacares,2026-01-01,0,0
06015,Badajoz,2026-01-01,227,1.5046066149665276
08015,Badalona,2026-01-01,361,1.5651962782147224
41014,Badolatosa,2026-01-01,2,0.6506180871828238
14007,Baena,2026-01-01,27,1.4725934005999455
23009,Baeza,2026-01-01,27,1.7344382347273077
48012,Bakio,2026-01-01,7,2.450980392156863
25040,Balaguer,2026-01-01,26,1.4716703458425313
04904,Balanegra,2026-01-01,4,1.3157894736842104
02012,Balazote,2026-01-01,9,3.800675675675676
24009,Balboa,2026-01-01,0,0
02014,"Ballestero, El",2026-01-01,0,0
13022,Ballesteros de Calatrava,2026-01-01,0,0
22046,Ballobar,2026-01-01,1,1.1494252873563218
48090,Balmaseda,2026-01-01,9,1.1632415664986429
03020,Balones,2026-01-01,0,0
08018,Balsareny,2026-01-01,5,1.4907573047107932
32005,Baltar,2026-01-01,0,0
32006,Bande,2026-01-01,3,2.0562028786840303
07007,Banyalbufar,2026-01-01,2,3.4602076124567476
03021,Banyeres de Mariola,2026-01-01,8,1.0905125408942202
17015,Banyoles,2026-01-01,37,1.7714367788576628
16027,Barajas de Melo,2026-01-01,0,0
48013,Barakaldo,2026-01-01,135,1.3096115789065228
37040,Barbadillo,2026-01-01,0,0
09037,Barbadillo de Herreros,2026-01-01,0,0
31046,Barbarin,2026-01-01,0,0
22048,Barbastro,2026-01-01,20,1.1236586325074442
11007,Barbate,2026-01-01,40,1.7632019747862118
25041,Barbens,2026-01-01,1,1.098901098901099
06016,Barcarrota,2026-01-01,1,0.28868360277136257
08019,Barcelona,2026-01-01,2927,1.7084518461144247
47013,Barcial de la Loma,2026-01-01,0,0
45018,Barcience,2026-01-01,2,1.7391304347826089
39011,Bareyo,2026-01-01,0,0
45019,Bargas,2026-01-01,15,1.3245033112582782
24011,Barjas,2026-01-01,0,0
38007,Barlovento,2026-01-01,1,0.46904315196998125
12020,Barracas,2026-01-01,0,0
44035,Barrachina,2026-01-01,1,8.849557522123893
05022,"Barraco, El",2026-01-01,2,0.9596928982725528
10025,Barrado,2026-01-01,0,0
02015,Barrax,2026-01-01,6,3.205128205128205
48014,Barrika,2026-01-01,3,1.969796454366382
24012,"Barrios de Luna, Los",2026-01-01,0,0
11008,"Barrios, Los",2026-01-01,40,1.6268098259313486
37044,Barruecopardo,2026-01-01,0,0
47014,Barruelo del Valle,2026-01-01,0,0
01013,Barrundia,2026-01-01,0,0
46046,Barx,2026-01-01,7,4.623513870541612
46045,Barxeta,2026-01-01,4,2.5396825396825395
48015,Basauri,2026-01-01,49,1.217028463563658
09045,Basconcillos del Tozo,2026-01-01,0,0
37045,"Bastida, La",2026-01-01,0,0
43022,Batea,2026-01-01,4,2.135611318739989
28017,Batres,2026-01-01,6,3.033367037411527
18023,Baza,2026-01-01,42,2.0332090816672315
15007,"Baña, A",2026-01-01,1,0.30873726458783574
26024,Bañares,2026-01-01,2,10.101010101010102
24010,"Bañeza, La",2026-01-01,18,1.7431725740848345
32007,Baños de Molgas,2026-01-01,3,2.0408163265306123
10024,Baños de Montemayor,2026-01-01,1,1.3550135501355014
09035,Baños de Valdearados,2026-01-01,2,6.211180124223602
